time/s	<I>/mA	Ewe/V	
27/08/2025 11:03:51.2421	6,900592329692841E+000	-2,1499067E-003
27/08/2025 11:03:52.2421	6,898058137321470E+000	-2,1117069E-003
27/08/2025 11:03:53.2421	6,899281200027460E+000	-2,1881063E-003
27/08/2025 11:03:54.2421	6,892726213169084E+000	-2,0735073E-003
27/08/2025 11:03:55.2421	6,886756148719769E+000	-2,0544075E-003
27/08/2025 11:03:56.2421	6,881909943962093E+000	-2,1308069E-003
27/08/2025 11:03:57.2421	6,880032777118686E+000	-2,0353077E-003
27/08/2025 11:03:58.2421	6,878174688243867E+000	-2,1308069E-003
27/08/2025 11:03:59.2421	6,870302355670930E+000	-2,1690065E-003
27/08/2025 11:04:00.2421	6,864443884563428E+000	-2,1308069E-003
27/08/2025 11:04:01.2421	6,867605111694338E+000	-2,0926071E-003
27/08/2025 11:04:02.2421	6,855123839855196E+000	-2,2263059E-003
27/08/2025 11:04:03.2421	6,846701208496086E+000	-2,0735073E-003
27/08/2025 11:04:04.2421	6,848054600810997E+000	-2,1117069E-003
27/08/2025 11:04:05.2421	6,844848708724967E+000	-2,1690065E-003
27/08/2025 11:04:06.2421	6,840752227210999E+000	-2,1690065E-003
27/08/2025 11:04:07.2421	6,836309770965570E+000	-2,1881063E-003
27/08/2025 11:04:08.2421	6,831266505050650E+000	-2,0735073E-003
27/08/2025 11:04:09.2421	6,829678697872154E+000	-2,1499067E-003
27/08/2025 11:04:10.2421	6,820348623943318E+000	-2,0544075E-003
27/08/2025 11:04:11.2421	6,812950516319262E+000	-2,1881063E-003
27/08/2025 11:04:12.2421	6,808514748096457E+000	-2,1308069E-003
27/08/2025 11:04:13.2421	6,806901701164250E+000	-2,0162079E-003
27/08/2025 11:04:14.2421	6,800809068489059E+000	-2,0735073E-003
27/08/2025 11:04:15.2421	6,795731018924712E+000	-2,1308069E-003
27/08/2025 11:04:16.2421	6,793560756206489E+000	-2,1117069E-003
27/08/2025 11:04:17.2421	6,788029135704040E+000	-1,9589085E-003
27/08/2025 11:04:18.2421	6,785444647884368E+000	-2,0544075E-003
27/08/2025 11:04:19.2421	6,782057112216933E+000	-2,1117069E-003
27/08/2025 11:04:20.2421	6,777601893901817E+000	-2,0926071E-003
27/08/2025 11:04:21.2421	6,778235573863967E+000	-2,1690065E-003
27/08/2025 11:04:22.2421	6,770874013614654E+000	-2,0926071E-003
27/08/2025 11:04:23.2421	6,761995837116238E+000	-2,1117069E-003
27/08/2025 11:04:24.2421	6,759127074337002E+000	-2,0926071E-003
27/08/2025 11:04:25.2421	6,756672481250746E+000	-2,0544075E-003
27/08/2025 11:04:26.2421	6,746499258518213E+000	-2,0735073E-003
27/08/2025 11:04:27.2421	6,743337021827699E+000	-2,0162079E-003
27/08/2025 11:04:28.2421	6,739580066967008E+000	-2,0735073E-003
27/08/2025 11:04:29.2421	6,734498200607291E+000	-2,0544075E-003
27/08/2025 11:04:30.2421	6,732764042854313E+000	-2,0735073E-003
27/08/2025 11:04:31.2421	6,727175019168854E+000	-2,1117069E-003
27/08/2025 11:04:32.2421	6,724415445041643E+000	-2,2072061E-003
27/08/2025 11:04:33.2421	6,718530484867074E+000	-2,1690065E-003
27/08/2025 11:04:34.2421	6,711934367752079E+000	-2,1499067E-003
